"","x"
"238","Recent opinion polls say more than a third of the total US electorate still believe that Trump won the November ele… https://t.co/Ky53ZHuOGl"
"239","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"240","RT @McFaul: Those who used violence, including killing a police officer, to  storm the US Capitol we’re trying to overturn a free and fair…"
"241","RT @McFaul: Those who used violence, including killing a police officer, to  storm the US Capitol we’re trying to overturn a free and fair…"
"242","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"243","@adamboultonSKY Maybe reflect on your non impartial journalism whilst your at it ? Your coverage of the US election… https://t.co/0l022yQIvV"
"244","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"245","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"246","RT @GMShivers: In case you had any doubts the US election was anything but the safest most secure election in history, first bill being pas…"
"247","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"248","RT @Independent: Trump’s pardons: The list, from Steve Bannon to Lil Wayne https://t.co/PDnAW2SuR7"
"249","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"250","RT @PreetBharara: The torrent of new information about his misconduct in the final weeks is just beginning. It will not be possible to just…"
"251","RT @Standup4Labour: How could this happen in a democratic party?
Labour's General Secretary is now able to veto local election and General…"
"252","Those who used violence, including killing a police officer, to  storm the US Capitol we’re trying to overturn a fr… https://t.co/TumoOgVo8Y"
"253","RT @Calvinmyke: Byabakama's @UgandaEC Organised a fraud election that he himself can't give a clear and honest accountability for. Byabakam…"
"254","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"255","RT @tribelaw: This news bombshell fits hand in glove with the pattern charged in the Article of Impeachment: The effort to oust Rosen &amp; ins…"
"256","RT @B52Malmet: The plot thickens. “The involvement of Representative Scott Perry underlined how far the former president was willing to go…"
"257","RT @maggieNYT: This story is the Trump White House in a nutshell - backdoor efforts to oust a top admin official, a linking of arms from se…"
"258","@in_wondermint @luke67485527 @hoaxeye I live in the US, &amp; this is exactly what happened here whether the tweet is r… https://t.co/yjTKDPnfsz"
"259","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"260","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"261","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"262","RT @CREWcrew: The Justice Department inspector general has begun examining the abrupt departure this month of the U.S. attorney in Atlanta…"
"263","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"264","RT @Mama_Liberal: @clairecmc I'm wondering if Torres on ""tour"" at the White House, has anything to do with planning. Timing is suspect. Rem…"
"265","RT @Patriot95176813: The outcome of the 2020 Presidential Election was FORCED upon the American <U+0001F1FA><U+0001F1F8> people by the CCP, Soros/Zuck $$$ the US…"
"266","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"267","RT @Atticus59914029: We must be clear eyed about what happened between 11/3 and 1/6:the losing candidate abused the powers of his office to…"
"268","@ColumbiaBugle Far too few jobs for people already settled in the US &amp; UK, politicians abuse human rights of impove… https://t.co/rHEaYInad9"
"269","#marr Maybe Marr has missed the fact that USA has had its biggest election and most significant result during a pan… https://t.co/dml3pZaNAC"
"270","@Moe_bashal @atrupar <U+0001F1FA><U+0001F1F8>Insurrection Act is live<U+0001F1FA><U+0001F1F8>
https://t.co/tK93YwlI5X
TODAY<U+0001F3DB>CONFIRMED!
Support our troops!
The… https://t.co/adHrBX0pGe"
"271","@SaysHummingbird As a first step, let us rerun the 2020 election with a secret ballot.  Then, when Trump and Republ… https://t.co/moqKHTXN6L"
"272","RT @HamillHimself: Promotes ""Stop the Steal"" for months on social-media Incites the crowd in a speech at the event
Tells GA Secretary of St…"
"273","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"274","@RBReich As a first step, let us rerun the 2020 election with a secret ballot.  Then, when Trump and Republicans sw… https://t.co/zx1yTXhIeD"
"275","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"276","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"277","As a first step, let us rerun the 2020 election with a secret ballot.  Then, when Trump and Republicans sweep, Cong… https://t.co/9z1UhZsRK7"
"278","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"279","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"280","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"281","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"282","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"283","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"284","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"285","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"286","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"287","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"288","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"289","Just when you thought it couldn’t get any worse. Extraordinary to read of lengths #Trump was prepared to go to igno… https://t.co/zRWinXezbe"
"290","RT @B52Malmet: The plot thickens. “The involvement of Representative Scott Perry underlined how far the former president was willing to go…"
"291","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General #politics #news #USPolitiHUB https://t.co/wrUez54K2D"
"292","RT @cangal21isback: So basically there are a whole whack of countries whose leaders are resigning after the election in the US. HMMM. I won…"
"293","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"294","RT @YShailendra1: #VDO2018Joining_B4Holi
Sir in the lack of we the Departmental officers how could be the panchayat election possible... So…"
"295","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"296","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"297","RT @HamillHimself: Promotes ""Stop the Steal"" for months on social-media Incites the crowd in a speech at the event
Tells GA Secretary of St…"
"298","@Moe_bashal @DavidCornDC <U+0001F1FA><U+0001F1F8>Insurrection Act is live<U+0001F1FA><U+0001F1F8>
https://t.co/tK93YwlI5X
TODAY<U+0001F3DB>CONFIRMED!
Support our troops!… https://t.co/36wJAZyY5T"
"299","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"300","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"301","@Moe_bashal @SteveSchmidtSES @GOPLeader <U+0001F1FA><U+0001F1F8>Insurrection Act is live<U+0001F1FA><U+0001F1F8>
https://t.co/tK93YwlI5X
TODAY<U+0001F3DB>CONFIRMED!
Suppo… https://t.co/thbtICgBtb"
"302","RT @PreetBharara: The torrent of new information about his misconduct in the final weeks is just beginning. It will not be possible to just…"
"303","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"304","@Moe_bashal @ashvinlad @RepKinzinger <U+0001F1FA><U+0001F1F8>Insurrection Act is live<U+0001F1FA><U+0001F1F8>
https://t.co/tK93YwlI5X
TODAY<U+0001F3DB>CONFIRMED!
Support… https://t.co/Bs76ZENFNQ"
"305","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"306","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"307","Perhaps <U+2066>@RepScottPerry<U+2069> should be looking for new employment. - <U+2066>@511PAHarrisburg @PatriotNews <U+2066>@WHP580 <U+2066>… https://t.co/PwQH1Y5jXX"
